2025-03-17 16:17:02,779 INFO    StreamThr :14432 [internal.py:wandb_internal():85] W&B internal server running at pid: 14432, started at: 2025-03-17 16:17:02.779062
2025-03-17 16:17:02,783 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: status
2025-03-17 16:17:02,783 INFO    WriterThread:14432 [datastore.py:open_for_write():87] open: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\run-wqzjcm6l.wandb
2025-03-17 16:17:02,787 DEBUG   SenderThread:14432 [sender.py:send():391] send: header
2025-03-17 16:17:02,828 DEBUG   SenderThread:14432 [sender.py:send():391] send: run
2025-03-17 16:17:03,431 INFO    SenderThread:14432 [dir_watcher.py:__init__():211] watching files in: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files
2025-03-17 16:17:03,431 INFO    SenderThread:14432 [sender.py:_start_run_threads():1200] run started: wqzjcm6l with start time 1742199422.779061
2025-03-17 16:17:03,440 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: check_version
2025-03-17 16:17:03,440 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: check_version
2025-03-17 16:17:03,509 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: run_start
2025-03-17 16:17:03,530 DEBUG   HandlerThread:14432 [system_info.py:__init__():26] System info init
2025-03-17 16:17:03,530 DEBUG   HandlerThread:14432 [system_info.py:__init__():41] System info init done
2025-03-17 16:17:03,530 INFO    HandlerThread:14432 [system_monitor.py:start():194] Starting system monitor
2025-03-17 16:17:03,530 INFO    SystemMonitor:14432 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-03-17 16:17:03,530 INFO    HandlerThread:14432 [system_monitor.py:probe():214] Collecting system info
2025-03-17 16:17:03,533 INFO    SystemMonitor:14432 [interfaces.py:start():188] Started cpu monitoring
2025-03-17 16:17:03,533 INFO    SystemMonitor:14432 [interfaces.py:start():188] Started disk monitoring
2025-03-17 16:17:03,537 INFO    SystemMonitor:14432 [interfaces.py:start():188] Started gpu monitoring
2025-03-17 16:17:03,541 INFO    SystemMonitor:14432 [interfaces.py:start():188] Started memory monitoring
2025-03-17 16:17:03,553 INFO    SystemMonitor:14432 [interfaces.py:start():188] Started network monitoring
2025-03-17 16:17:03,559 DEBUG   HandlerThread:14432 [system_info.py:probe():152] Probing system
2025-03-17 16:17:03,561 DEBUG   HandlerThread:14432 [system_info.py:_probe_git():137] Probing git
2025-03-17 16:17:03,621 DEBUG   HandlerThread:14432 [system_info.py:_probe_git():145] Probing git done
2025-03-17 16:17:03,621 DEBUG   HandlerThread:14432 [system_info.py:probe():200] Probing system done
2025-03-17 16:17:03,621 DEBUG   HandlerThread:14432 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.10.14', 'heartbeatAt': '2025-03-17T08:17:03.561970', 'startedAt': '2025-03-17T08:17:02.771061', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\fenel\\Documents\\dcase2024_task1_baseline\\qat_1.py', 'codePathLocal': 'qat_1.py', 'codePath': 'qat_1.py', 'git': {'remote': 'https://github.com/akarifrites/moodeng_is_cute.git', 'commit': '0ef53f9732f41fdbabc0466c4f6dbbecbfe3e448'}, 'email': 'fenellachua@gmail.com', 'root': 'C:/Users/fenel/Documents/dcase2024_task1_baseline', 'host': 'Akari', 'username': 'fenel', 'executable': 'C:\\Users\\fenel\\anaconda3\\envs\\d24_t1\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2304.0, 'min': 0.0, 'max': 2304.0}, 'cpu_freq_per_core': [{'current': 2304.0, 'min': 0.0, 'max': 2304.0}], 'disk': {'/': {'total': 475.83886337280273, 'used': 469.0156135559082}}, 'gpu': 'NVIDIA GeForce RTX 3060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060 Laptop GPU', 'memory_total': 6442450944}], 'memory': {'total': 15.588001251220703}}
2025-03-17 16:17:03,621 INFO    HandlerThread:14432 [system_monitor.py:probe():224] Finished collecting system info
2025-03-17 16:17:03,621 INFO    HandlerThread:14432 [system_monitor.py:probe():227] Publishing system info
2025-03-17 16:17:03,625 DEBUG   HandlerThread:14432 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2025-03-17 16:17:04,443 INFO    Thread-16 :14432 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\conda-environment.yaml
2025-03-17 16:17:07,973 DEBUG   HandlerThread:14432 [system_info.py:_save_conda():224] Saving conda packages done
2025-03-17 16:17:07,976 INFO    HandlerThread:14432 [system_monitor.py:probe():229] Finished publishing system info
2025-03-17 16:17:07,982 DEBUG   SenderThread:14432 [sender.py:send():391] send: files
2025-03-17 16:17:07,982 INFO    SenderThread:14432 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2025-03-17 16:17:07,985 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: status_report
2025-03-17 16:17:08,227 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: python_packages
2025-03-17 16:17:08,227 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: python_packages
2025-03-17 16:17:08,230 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: stop_status
2025-03-17 16:17:08,230 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: stop_status
2025-03-17 16:17:08,230 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: internal_messages
2025-03-17 16:17:08,472 INFO    Thread-16 :14432 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\conda-environment.yaml
2025-03-17 16:17:08,473 INFO    Thread-16 :14432 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\wandb-metadata.json
2025-03-17 16:17:08,474 INFO    Thread-16 :14432 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\requirements.txt
2025-03-17 16:17:08,529 DEBUG   SenderThread:14432 [sender.py:send():391] send: telemetry
2025-03-17 16:17:09,245 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: internal_messages
2025-03-17 16:17:09,478 INFO    Thread-16 :14432 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\output.log
2025-03-17 16:17:09,731 INFO    wandb-upload_0:14432 [upload_job.py:push():130] Uploaded file C:\Users\fenel\AppData\Local\Temp\tmpkey6tp1cwandb\as359q8z-wandb-metadata.json
2025-03-17 16:17:10,259 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: internal_messages
2025-03-17 16:17:11,192 DEBUG   SenderThread:14432 [sender.py:send():391] send: exit
2025-03-17 16:17:11,192 INFO    SenderThread:14432 [sender.py:send_exit():598] handling exit code: 1
2025-03-17 16:17:11,192 INFO    SenderThread:14432 [sender.py:send_exit():600] handling runtime: 7
2025-03-17 16:17:11,192 INFO    SenderThread:14432 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2025-03-17 16:17:11,192 INFO    SenderThread:14432 [sender.py:send_exit():606] send defer
2025-03-17 16:17:11,192 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: defer
2025-03-17 16:17:11,192 INFO    HandlerThread:14432 [handler.py:handle_request_defer():184] handle defer: 0
2025-03-17 16:17:11,192 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: defer
2025-03-17 16:17:11,192 INFO    SenderThread:14432 [sender.py:send_request_defer():622] handle sender defer: 0
2025-03-17 16:17:11,192 INFO    SenderThread:14432 [sender.py:transition_state():626] send defer: 1
2025-03-17 16:17:11,192 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: defer
2025-03-17 16:17:11,192 INFO    HandlerThread:14432 [handler.py:handle_request_defer():184] handle defer: 1
2025-03-17 16:17:11,192 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: defer
2025-03-17 16:17:11,192 INFO    SenderThread:14432 [sender.py:send_request_defer():622] handle sender defer: 1
2025-03-17 16:17:11,192 INFO    SenderThread:14432 [sender.py:transition_state():626] send defer: 2
2025-03-17 16:17:11,192 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: defer
2025-03-17 16:17:11,192 INFO    HandlerThread:14432 [handler.py:handle_request_defer():184] handle defer: 2
2025-03-17 16:17:11,196 INFO    HandlerThread:14432 [system_monitor.py:finish():203] Stopping system monitor
2025-03-17 16:17:11,196 DEBUG   SystemMonitor:14432 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2025-03-17 16:17:11,196 INFO    HandlerThread:14432 [interfaces.py:finish():200] Joined cpu monitor
2025-03-17 16:17:11,196 DEBUG   SystemMonitor:14432 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2025-03-17 16:17:11,204 INFO    HandlerThread:14432 [interfaces.py:finish():200] Joined disk monitor
2025-03-17 16:17:11,204 DEBUG   SystemMonitor:14432 [system_monitor.py:_start():183] Publishing last batch of metrics
2025-03-17 16:17:11,252 INFO    HandlerThread:14432 [interfaces.py:finish():200] Joined gpu monitor
2025-03-17 16:17:11,252 INFO    HandlerThread:14432 [interfaces.py:finish():200] Joined memory monitor
2025-03-17 16:17:11,252 INFO    HandlerThread:14432 [interfaces.py:finish():200] Joined network monitor
2025-03-17 16:17:11,252 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: defer
2025-03-17 16:17:11,252 INFO    SenderThread:14432 [sender.py:send_request_defer():622] handle sender defer: 2
2025-03-17 16:17:11,252 INFO    SenderThread:14432 [sender.py:transition_state():626] send defer: 3
2025-03-17 16:17:11,252 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: defer
2025-03-17 16:17:11,252 INFO    HandlerThread:14432 [handler.py:handle_request_defer():184] handle defer: 3
2025-03-17 16:17:11,255 DEBUG   SenderThread:14432 [sender.py:send():391] send: stats
2025-03-17 16:17:11,255 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: defer
2025-03-17 16:17:11,255 INFO    SenderThread:14432 [sender.py:send_request_defer():622] handle sender defer: 3
2025-03-17 16:17:11,255 INFO    SenderThread:14432 [sender.py:transition_state():626] send defer: 4
2025-03-17 16:17:11,255 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: defer
2025-03-17 16:17:11,255 INFO    HandlerThread:14432 [handler.py:handle_request_defer():184] handle defer: 4
2025-03-17 16:17:11,255 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: defer
2025-03-17 16:17:11,255 INFO    SenderThread:14432 [sender.py:send_request_defer():622] handle sender defer: 4
2025-03-17 16:17:11,256 INFO    SenderThread:14432 [sender.py:transition_state():626] send defer: 5
2025-03-17 16:17:11,256 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: defer
2025-03-17 16:17:11,256 INFO    HandlerThread:14432 [handler.py:handle_request_defer():184] handle defer: 5
2025-03-17 16:17:11,256 DEBUG   SenderThread:14432 [sender.py:send():391] send: summary
2025-03-17 16:17:11,256 INFO    SenderThread:14432 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2025-03-17 16:17:11,256 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: defer
2025-03-17 16:17:11,256 INFO    SenderThread:14432 [sender.py:send_request_defer():622] handle sender defer: 5
2025-03-17 16:17:11,256 INFO    SenderThread:14432 [sender.py:transition_state():626] send defer: 6
2025-03-17 16:17:11,256 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: defer
2025-03-17 16:17:11,256 INFO    HandlerThread:14432 [handler.py:handle_request_defer():184] handle defer: 6
2025-03-17 16:17:11,256 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: defer
2025-03-17 16:17:11,256 INFO    SenderThread:14432 [sender.py:send_request_defer():622] handle sender defer: 6
2025-03-17 16:17:11,260 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: status_report
2025-03-17 16:17:11,497 INFO    Thread-16 :14432 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\output.log
2025-03-17 16:17:11,497 INFO    Thread-16 :14432 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\wandb-summary.json
2025-03-17 16:17:11,529 INFO    SenderThread:14432 [sender.py:transition_state():626] send defer: 7
2025-03-17 16:17:11,529 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: defer
2025-03-17 16:17:11,529 INFO    HandlerThread:14432 [handler.py:handle_request_defer():184] handle defer: 7
2025-03-17 16:17:11,529 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: defer
2025-03-17 16:17:11,529 INFO    SenderThread:14432 [sender.py:send_request_defer():622] handle sender defer: 7
2025-03-17 16:17:12,206 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: poll_exit
2025-03-17 16:17:12,508 INFO    Thread-16 :14432 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\config.yaml
2025-03-17 16:17:13,200 INFO    SenderThread:14432 [sender.py:transition_state():626] send defer: 8
2025-03-17 16:17:13,200 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: poll_exit
2025-03-17 16:17:13,200 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: defer
2025-03-17 16:17:13,200 INFO    HandlerThread:14432 [handler.py:handle_request_defer():184] handle defer: 8
2025-03-17 16:17:13,200 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: defer
2025-03-17 16:17:13,200 INFO    SenderThread:14432 [sender.py:send_request_defer():622] handle sender defer: 8
2025-03-17 16:17:13,200 INFO    SenderThread:14432 [job_builder.py:build():443] Attempting to build job artifact
2025-03-17 16:17:13,200 INFO    SenderThread:14432 [job_builder.py:_get_source_type():572] is repo sourced job
2025-03-17 16:17:13,208 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: poll_exit
2025-03-17 16:17:13,240 INFO    SenderThread:14432 [job_builder.py:build():548] adding wandb-job metadata file
2025-03-17 16:17:13,244 INFO    SenderThread:14432 [sender.py:transition_state():626] send defer: 9
2025-03-17 16:17:13,244 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: poll_exit
2025-03-17 16:17:13,244 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: defer
2025-03-17 16:17:13,244 DEBUG   SenderThread:14432 [sender.py:send():391] send: artifact
2025-03-17 16:17:13,244 INFO    HandlerThread:14432 [handler.py:handle_request_defer():184] handle defer: 9
2025-03-17 16:17:13,518 INFO    Thread-16 :14432 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\output.log
2025-03-17 16:17:14,215 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: poll_exit
2025-03-17 16:17:14,427 INFO    SenderThread:14432 [sender.py:send_artifact():1549] sent artifact job-https___github.com_akarifrites_moodeng_is_cute.git_qat_1.py - {'id': 'QXJ0aWZhY3Q6MTU3NjI0NzQ3MA==', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjU3NzUzNDc3NQ==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTU3NjI0NzQ3MA==', 'versionIndex': 3}}}
2025-03-17 16:17:14,427 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: defer
2025-03-17 16:17:14,427 INFO    SenderThread:14432 [sender.py:send_request_defer():622] handle sender defer: 9
2025-03-17 16:17:14,427 INFO    SenderThread:14432 [dir_watcher.py:finish():358] shutting down directory watcher
2025-03-17 16:17:14,529 INFO    SenderThread:14432 [dir_watcher.py:finish():388] scan: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files
2025-03-17 16:17:14,529 INFO    SenderThread:14432 [dir_watcher.py:finish():402] scan save: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\conda-environment.yaml conda-environment.yaml
2025-03-17 16:17:14,529 INFO    SenderThread:14432 [dir_watcher.py:finish():402] scan save: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\config.yaml config.yaml
2025-03-17 16:17:14,534 INFO    SenderThread:14432 [dir_watcher.py:finish():402] scan save: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\output.log output.log
2025-03-17 16:17:14,534 INFO    SenderThread:14432 [dir_watcher.py:finish():402] scan save: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\requirements.txt requirements.txt
2025-03-17 16:17:14,537 INFO    SenderThread:14432 [dir_watcher.py:finish():402] scan save: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\wandb-metadata.json wandb-metadata.json
2025-03-17 16:17:14,537 INFO    SenderThread:14432 [dir_watcher.py:finish():402] scan save: C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\wandb-summary.json wandb-summary.json
2025-03-17 16:17:14,537 INFO    SenderThread:14432 [sender.py:transition_state():626] send defer: 10
2025-03-17 16:17:14,537 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: poll_exit
2025-03-17 16:17:14,541 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: defer
2025-03-17 16:17:14,541 INFO    HandlerThread:14432 [handler.py:handle_request_defer():184] handle defer: 10
2025-03-17 16:17:14,541 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: defer
2025-03-17 16:17:14,541 INFO    SenderThread:14432 [sender.py:send_request_defer():622] handle sender defer: 10
2025-03-17 16:17:14,541 INFO    SenderThread:14432 [file_pusher.py:finish():169] shutting down file pusher
2025-03-17 16:17:15,073 INFO    wandb-upload_1:14432 [upload_job.py:push():130] Uploaded file C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\config.yaml
2025-03-17 16:17:15,093 INFO    wandb-upload_0:14432 [upload_job.py:push():130] Uploaded file C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\conda-environment.yaml
2025-03-17 16:17:15,105 INFO    wandb-upload_3:14432 [upload_job.py:push():130] Uploaded file C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\requirements.txt
2025-03-17 16:17:15,110 INFO    wandb-upload_2:14432 [upload_job.py:push():130] Uploaded file C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\output.log
2025-03-17 16:17:15,113 INFO    wandb-upload_4:14432 [upload_job.py:push():130] Uploaded file C:\Users\fenel\Documents\dcase2024_task1_baseline\wandb\run-20250317_161702-wqzjcm6l\files\wandb-summary.json
2025-03-17 16:17:15,217 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: poll_exit
2025-03-17 16:17:15,217 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: poll_exit
2025-03-17 16:17:15,325 INFO    Thread-15 (_thread_body):14432 [sender.py:transition_state():626] send defer: 11
2025-03-17 16:17:15,325 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: defer
2025-03-17 16:17:15,325 INFO    HandlerThread:14432 [handler.py:handle_request_defer():184] handle defer: 11
2025-03-17 16:17:15,325 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: defer
2025-03-17 16:17:15,325 INFO    SenderThread:14432 [sender.py:send_request_defer():622] handle sender defer: 11
2025-03-17 16:17:15,325 INFO    SenderThread:14432 [file_pusher.py:join():175] waiting for file pusher
2025-03-17 16:17:15,325 INFO    SenderThread:14432 [sender.py:transition_state():626] send defer: 12
2025-03-17 16:17:15,325 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: defer
2025-03-17 16:17:15,325 INFO    HandlerThread:14432 [handler.py:handle_request_defer():184] handle defer: 12
2025-03-17 16:17:15,325 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: defer
2025-03-17 16:17:15,325 INFO    SenderThread:14432 [sender.py:send_request_defer():622] handle sender defer: 12
2025-03-17 16:17:15,325 INFO    SenderThread:14432 [file_stream.py:finish():601] file stream finish called
2025-03-17 16:17:15,635 INFO    SenderThread:14432 [file_stream.py:finish():605] file stream finish is done
2025-03-17 16:17:15,635 INFO    SenderThread:14432 [sender.py:transition_state():626] send defer: 13
2025-03-17 16:17:15,639 DEBUG   HandlerThread:14432 [handler.py:handle_request():158] handle_request: defer
2025-03-17 16:17:15,639 INFO    HandlerThread:14432 [handler.py:handle_request_defer():184] handle defer: 13
2025-03-17 16:17:15,639 DEBUG   SenderThread:14432 [sender.py:send_request():418] send_request: defer
